Symbol,Strategy,Window,BestParams,Trades,WinRate%,TotalReturn%,ProfitFactor,Sharpe,MaxDD%,Score
ADAUSDT,TripleEMA-MTF,W01,"EMA(5/21/89) ATR×1.5",11,54.55,7.91,2.56,1.25,2.62,49.57
ADAUSDT,TripleEMA-MTF,W02,"EMA(9/34/89) ATR×1.5",10,40.00,0.53,1.10,0.11,2.16,25.05
ADAUSDT,TripleEMA-MTF,W03,"EMA(9/34/89) ATR×1.5",16,6.25,-11.54,0.03,-7.10,11.54,1.46
ADAUSDT,TripleEMA-MTF,W04,"EMA(13/34/89) ATR×1.5",8,12.50,-7.45,0.07,-4.26,7.45,2.99
ADAUSDT,TripleEMA-MTF,W05,"EMA(13/34/55) ATR×2.0",10,30.00,6.16,2.40,0.91,3.97,41.10
ADAUSDT,TripleEMA-MTF,W06,"EMA(13/34/89) ATR×3.0",18,33.33,-5.11,0.60,-0.95,5.98,15.27
ADAUSDT,TripleEMA-MTF,W07,"EMA(13/34/89) ATR×3.0",14,21.43,-2.93,0.80,-0.28,7.04,17.08
ADAUSDT,TripleEMA-MTF,W08,"EMA(13/34/55) ATR×3.0",11,18.18,-7.77,0.35,-1.47,11.16,8.26
ADAUSDT,TripleEMA-MTF,W09,"EMA(13/34/55) ATR×3.0",10,10.00,-10.58,0.03,-4.43,10.96,2.24
ADAUSDT,TripleEMA-MTF,W10,"EMA(5/34/55) ATR×2.5",19,31.58,0.20,1.02,0.03,3.94,22.05
ADAUSDT,TripleEMA-MTF,W11,"EMA(13/21/89) ATR×2.5",13,30.77,-3.64,0.44,-1.35,4.44,11.97
ADAUSDT,TripleEMA-MTF,W12,"EMA(13/34/55) ATR×1.5",14,28.57,6.55,1.81,0.78,3.95,34.68
ADAUSDT,TripleEMA-MTF,W13,"EMA(13/34/55) ATR×2.5",18,27.78,-6.32,0.58,-0.95,8.42,13.98
ADAUSDT,Supertrend-MTF,W01,"ST(14,2.5) ATR×2.5",5,40.00,6.77,1.96,0.66,5.48,46.40
ADAUSDT,Supertrend-MTF,W02,"ST(14,2.5) ATR×2.5",11,18.18,-2.79,0.71,-0.40,6.94,15.27
ADAUSDT,Supertrend-MTF,W03,"ST(14,2.5) ATR×1.5",14,14.29,-8.09,0.19,-3.06,8.09,4.19
ADAUSDT,Supertrend-MTF,W04,"ST(14,2.0) ATR×2.5",20,20.00,-14.58,0.27,-2.59,15.09,5.92
ADAUSDT,Supertrend-MTF,W05,"ST(14,2.0) ATR×1.5",12,25.00,-5.20,0.36,-1.64,7.15,9.04
ADAUSDT,Supertrend-MTF,W06,"ST(10,3.0) ATR×2.0",20,10.00,-12.43,0.19,-3.04,12.43,3.32
ADAUSDT,Supertrend-MTF,W07,"ST(14,3.0) ATR×2.5",9,55.56,13.62,4.22,1.51,3.76,70.37
ADAUSDT,Supertrend-MTF,W08,"ST(14,3.0) ATR×2.5",11,36.36,-4.41,0.52,-0.96,6.29,15.22
ADAUSDT,Supertrend-MTF,W09,"ST(14,3.0) ATR×2.5",10,30.00,-6.52,0.25,-2.03,6.93,7.74
ADAUSDT,Supertrend-MTF,W10,"ST(10,2.5) ATR×2.5",14,50.00,3.43,1.53,0.54,3.05,33.74
ADAUSDT,Supertrend-MTF,W11,"ST(14,2.5) ATR×2.5",9,33.33,-2.68,0.55,-0.75,5.53,15.72
ADAUSDT,Supertrend-MTF,W12,"ST(10,2.5) ATR×2.5",10,30.00,25.33,4.05,0.89,3.45,66.38
ADAUSDT,Supertrend-MTF,W13,"ST(10,2.5) ATR×2.5",21,28.57,-9.45,0.60,-0.97,13.51,14.20
ADAUSDT,Donchian-MTF,W01,"Don(55) ATR×2.5",15,26.67,-11.10,0.42,-1.29,11.10,11.26
ADAUSDT,Donchian-MTF,W02,"Don(55) ATR×2.5",29,20.69,-14.62,0.51,-1.48,24.31,9.91
ADAUSDT,Donchian-MTF,W03,"Don(55) ATR×3.0",15,26.67,-3.31,0.75,-0.36,6.48,17.46
ADAUSDT,Donchian-MTF,W04,"Don(20) ATR×1.5",36,33.33,-10.87,0.50,-1.85,11.64,10.77
ADAUSDT,Donchian-MTF,W05,"Don(55) ATR×3.0",19,31.58,-4.34,0.72,-0.58,6.55,17.29
ADAUSDT,Donchian-MTF,W06,"Don(20) ATR×3.0",24,37.50,-3.64,0.80,-0.46,8.10,19.51
ADAUSDT,Donchian-MTF,W07,"Don(20) ATR×3.0",23,47.83,9.81,1.67,0.88,6.35,37.56
ADAUSDT,Donchian-MTF,W08,"Don(20) ATR×3.0",21,33.33,-14.98,0.35,-2.01,22.01,9.13
ADAUSDT,Donchian-MTF,W09,"Don(20) ATR×3.0",24,20.83,-10.12,0.63,-0.74,19.84,13.82
ADAUSDT,Donchian-MTF,W10,"Don(20) ATR×3.0",22,31.82,-7.36,0.49,-1.26,9.62,12.92
ADAUSDT,Donchian-MTF,W11,"Don(10) ATR×3.0",26,30.77,-5.59,0.71,-0.64,11.48,16.75
ADAUSDT,Donchian-MTF,W12,"Don(10) ATR×3.0",21,42.86,29.10,4.33,1.24,2.93,66.21
ADAUSDT,Donchian-MTF,W13,"Don(10) ATR×3.0",35,25.71,-24.21,0.36,-2.58,27.65,7.65
ADAUSDT,HullMA-Cross,W01,"Hull(21/34) ATR×2.5",57,26.32,-17.01,0.71,-0.82,17.32,15.15
ADAUSDT,HullMA-Cross,W02,"Hull(9/55) ATR×1.5",62,22.58,-27.27,0.39,-2.82,27.27,7.25
ADAUSDT,HullMA-Cross,W03,"Hull(21/34) ATR×2.0",56,23.21,-26.54,0.27,-4.03,29.93,6.55
ADAUSDT,HullMA-Cross,W04,"Hull(21/34) ATR×2.0",65,29.23,-32.66,0.39,-3.22,34.76,8.59
ADAUSDT,HullMA-Cross,W05,"Hull(21/34) ATR×1.5",59,23.73,-18.36,0.42,-2.74,21.62,7.66
ADAUSDT,HullMA-Cross,W06,"Hull(16/34) ATR×2.0",66,28.79,-24.02,0.33,-3.70,24.02,8.06
ADAUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×2.5",44,29.55,-14.54,0.60,-1.36,22.23,12.76
ADAUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.5",46,30.43,-14.39,0.53,-1.78,18.14,10.69
ADAUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×2.5",36,27.78,-14.54,0.61,-0.91,23.70,14.38
ADAUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.5",43,30.23,-11.81,0.54,-1.68,13.35,11.15
ADAUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.5",46,15.22,-22.78,0.29,-3.21,24.33,5.10
ADAUSDT,HullMA-Cross,W12,"Hull(21/34) ATR×2.5",50,26.00,-8.79,0.77,-0.55,22.54,16.65
ADAUSDT,HullMA-Cross,W13,"Hull(16/55) ATR×1.5",57,19.30,-29.30,0.32,-3.78,29.30,6.11
ADAUSDT,Vortex-Cross,W01,"Vortex(28) ATR×1.5",70,24.29,-15.01,0.65,-1.18,22.98,12.86
ADAUSDT,Vortex-Cross,W02,"Vortex(28) ATR×2.0",56,30.36,-10.78,0.62,-1.34,11.14,13.18
ADAUSDT,Vortex-Cross,W03,"Vortex(28) ATR×2.0",71,14.08,-37.01,0.22,-4.92,40.12,4.37
ADAUSDT,Vortex-Cross,W04,"Vortex(28) ATR×2.0",62,22.58,-20.65,0.47,-1.99,22.98,7.83
ADAUSDT,Vortex-Cross,W05,"Vortex(28) ATR×2.5",57,28.07,-5.87,0.80,-0.59,13.34,17.07
ADAUSDT,Vortex-Cross,W06,"Vortex(28) ATR×2.5",71,22.54,-13.62,0.60,-1.46,14.41,10.95
ADAUSDT,Vortex-Cross,W07,"Vortex(28) ATR×2.5",50,24.00,-8.28,0.76,-0.62,14.64,15.85
ADAUSDT,Vortex-Cross,W08,"Vortex(28) ATR×2.5",68,22.06,-24.03,0.39,-2.88,29.51,7.15
ADAUSDT,Vortex-Cross,W09,"Vortex(28) ATR×2.5",67,14.93,-28.24,0.44,-1.98,34.54,6.17
ADAUSDT,Vortex-Cross,W10,"Vortex(14) ATR×2.5",92,21.74,-26.63,0.39,-3.62,26.92,7.05
ADAUSDT,Vortex-Cross,W11,"Vortex(14) ATR×2.0",84,11.90,-29.61,0.35,-3.01,32.30,4.82
ADAUSDT,Vortex-Cross,W12,"Vortex(21) ATR×1.5",70,18.57,-28.53,0.32,-3.38,29.10,5.93
ADAUSDT,Vortex-Cross,W13,"Vortex(28) ATR×2.0",72,23.61,-17.72,0.57,-1.85,20.35,9.30
ADAUSDT,PSAR-Trail,W01,"PSAR(0.02/0.02/0.3) ATR×2.5",60,30.00,13.70,1.22,0.32,22.52,26.46
ADAUSDT,PSAR-Trail,W02,"PSAR(0.01/0.015/0.2) ATR×2.0",57,31.58,-20.35,0.55,-1.69,20.37,11.44
ADAUSDT,PSAR-Trail,W03,"PSAR(0.02/0.02/0.3) ATR×1.5",70,21.43,-37.57,0.29,-4.50,40.49,6.28
ADAUSDT,PSAR-Trail,W04,"PSAR(0.02/0.015/0.3) ATR×1.5",62,25.81,-30.65,0.36,-3.48,30.65,7.69
ADAUSDT,PSAR-Trail,W05,"PSAR(0.02/0.015/0.2) ATR×2.0",58,27.59,-16.45,0.57,-1.84,20.71,10.15
ADAUSDT,PSAR-Trail,W06,"PSAR(0.02/0.015/0.2) ATR×2.5",70,27.14,-26.45,0.44,-2.92,26.45,8.51
ADAUSDT,PSAR-Trail,W07,"PSAR(0.01/0.015/0.2) ATR×2.5",57,33.33,0.17,1.00,0.01,11.51,22.10
ADAUSDT,PSAR-Trail,W08,"PSAR(0.01/0.015/0.2) ATR×2.5",60,31.67,-16.95,0.61,-1.48,26.59,12.80
ADAUSDT,PSAR-Trail,W09,"PSAR(0.01/0.015/0.2) ATR×2.5",55,18.18,-38.08,0.36,-2.46,45.60,6.16
ADAUSDT,PSAR-Trail,W10,"PSAR(0.01/0.015/0.3) ATR×2.0",56,26.79,-16.73,0.51,-2.17,17.95,8.90
ADAUSDT,PSAR-Trail,W11,"PSAR(0.01/0.015/0.3) ATR×2.0",54,12.96,-28.40,0.23,-4.53,28.40,4.20
ADAUSDT,PSAR-Trail,W12,"PSAR(0.01/0.02/0.3) ATR×2.5",53,28.30,-2.45,0.93,-0.14,20.99,19.93
ADAUSDT,PSAR-Trail,W13,"PSAR(0.02/0.015/0.3) ATR×2.0",72,23.61,-25.76,0.53,-2.02,31.81,8.42
APTUSDT,TripleEMA-MTF,W01,"EMA(13/34/55) ATR×3.0",12,16.67,-5.38,0.66,-0.59,8.84,13.85
APTUSDT,TripleEMA-MTF,W02,"EMA(13/21/55) ATR×2.5",16,37.50,-4.80,0.53,-1.17,7.31,14.64
APTUSDT,TripleEMA-MTF,W03,"EMA(13/21/89) ATR×2.0",22,9.09,-21.27,0.04,-6.36,21.27,2.07
APTUSDT,TripleEMA-MTF,W04,"EMA(13/34/89) ATR×1.5",11,0.00,-10.52,0.00,-14.43,10.52,0.00
APTUSDT,TripleEMA-MTF,W05,"EMA(13/34/55) ATR×1.5",8,37.50,1.24,1.26,0.23,3.39,27.16
APTUSDT,TripleEMA-MTF,W06,"EMA(13/21/89) ATR×3.0",10,10.00,-6.65,0.25,-2.17,6.65,3.72
APTUSDT,TripleEMA-MTF,W07,"EMA(13/34/89) ATR×2.5",13,15.38,-6.04,0.48,-1.07,10.30,10.32
APTUSDT,TripleEMA-MTF,W08,"EMA(13/34/89) ATR×2.0",12,16.67,-11.15,0.19,-2.70,11.15,4.63
APTUSDT,TripleEMA-MTF,W09,"EMA(9/34/89) ATR×1.5",8,25.00,-3.13,0.39,-1.28,3.13,10.72
APTUSDT,TripleEMA-MTF,W10,"EMA(9/21/55) ATR×2.0",12,33.33,-3.68,0.42,-1.42,4.62,12.04
APTUSDT,TripleEMA-MTF,W11,"EMA(13/21/89) ATR×1.5",18,16.67,-6.40,0.41,-1.57,8.73,7.99
APTUSDT,TripleEMA-MTF,W12,"EMA(13/21/55) ATR×3.0",15,20.00,-4.46,0.75,-0.37,8.75,16.04
APTUSDT,TripleEMA-MTF,W13,"EMA(5/21/55) ATR×2.0",25,28.00,-6.95,0.61,-0.88,13.58,14.55
APTUSDT,Supertrend-MTF,W01,"ST(14,2.5) ATR×2.5",9,22.22,-9.96,0.26,-1.72,11.95,7.44
APTUSDT,Supertrend-MTF,W02,"ST(14,2.5) ATR×2.5",17,41.18,-3.01,0.79,-0.35,9.80,20.66
APTUSDT,Supertrend-MTF,W03,"ST(14,3.0) ATR×1.5",15,33.33,-2.57,0.73,-0.52,4.07,17.92
APTUSDT,Supertrend-MTF,W04,"ST(14,3.0) ATR×2.5",12,33.33,-3.89,0.64,-0.71,7.90,16.48
APTUSDT,Supertrend-MTF,W05,"ST(14,3.0) ATR×2.5",7,28.57,4.51,1.84,0.61,4.34,35.94
APTUSDT,Supertrend-MTF,W06,"ST(14,2.0) ATR×1.5",18,38.89,10.03,2.24,1.00,3.43,41.51
APTUSDT,Supertrend-MTF,W07,"ST(7,2.0) ATR×2.5",20,25.00,-15.76,0.17,-3.30,15.76,6.20
APTUSDT,Supertrend-MTF,W08,"ST(14,2.0) ATR×1.5",19,15.79,-9.72,0.18,-2.94,9.72,4.39
APTUSDT,Supertrend-MTF,W09,"ST(10,2.0) ATR×1.5",23,21.74,-9.88,0.36,-2.19,10.34,6.84
APTUSDT,Supertrend-MTF,W10,"ST(14,2.5) ATR×2.0",12,8.33,-7.40,0.12,-3.76,7.40,2.51
APTUSDT,Supertrend-MTF,W11,"ST(7,2.5) ATR×2.0",14,28.57,-6.40,0.33,-1.69,7.11,9.35
APTUSDT,Supertrend-MTF,W12,"ST(14,2.0) ATR×1.5",11,27.27,-2.74,0.72,-0.46,3.63,16.93
APTUSDT,Supertrend-MTF,W13,"ST(14,2.0) ATR×2.5",19,31.58,12.31,1.69,0.69,16.61,35.83
APTUSDT,Donchian-MTF,W01,"Don(10) ATR×3.0",29,20.69,-21.06,0.40,-2.02,23.99,6.91
APTUSDT,Donchian-MTF,W02,"Don(10) ATR×3.0",31,35.48,-0.51,0.98,-0.04,9.03,22.08
APTUSDT,Donchian-MTF,W03,"Don(20) ATR×2.5",27,22.22,-14.59,0.43,-1.77,16.40,8.40
APTUSDT,Donchian-MTF,W04,"Don(20) ATR×3.0",21,42.86,8.68,1.47,0.60,7.19,33.82
APTUSDT,Donchian-MTF,W05,"Don(20) ATR×3.0",19,31.58,4.61,1.29,0.44,7.86,27.96
APTUSDT,Donchian-MTF,W06,"Don(20) ATR×3.0",23,30.43,7.08,1.31,0.43,9.54,28.48
APTUSDT,Donchian-MTF,W07,"Don(20) ATR×3.0",23,30.43,-7.79,0.63,-0.87,10.35,15.22
APTUSDT,Donchian-MTF,W08,"Don(20) ATR×3.0",19,21.05,-10.72,0.46,-1.27,17.62,10.46
APTUSDT,Donchian-MTF,W09,"Don(55) ATR×2.0",20,50.00,3.39,1.46,0.66,4.86,33.03
APTUSDT,Donchian-MTF,W10,"Don(55) ATR×2.0",26,19.23,-12.93,0.09,-5.27,13.08,4.48
APTUSDT,Donchian-MTF,W11,"Don(55) ATR×2.0",28,35.71,-2.40,0.87,-0.31,6.69,20.29
APTUSDT,Donchian-MTF,W12,"Don(20) ATR×3.0",11,72.73,31.51,8.64,1.72,2.57,85.06
APTUSDT,Donchian-MTF,W13,"Don(20) ATR×3.0",19,26.32,-3.20,0.89,-0.17,20.19,19.10
APTUSDT,HullMA-Cross,W01,"Hull(16/34) ATR×2.5",67,23.88,-33.74,0.49,-1.95,39.68,8.44
APTUSDT,HullMA-Cross,W02,"Hull(16/34) ATR×2.5",66,30.30,-19.62,0.57,-1.64,20.86,11.56
APTUSDT,HullMA-Cross,W03,"Hull(21/34) ATR×1.5",59,32.20,-19.39,0.42,-2.87,24.10,9.40
APTUSDT,HullMA-Cross,W04,"Hull(21/34) ATR×2.5",60,36.67,-18.99,0.52,-2.02,21.63,11.00
APTUSDT,HullMA-Cross,W05,"Hull(21/34) ATR×2.5",57,36.84,-5.35,0.83,-0.49,10.90,19.48
APTUSDT,HullMA-Cross,W06,"Hull(16/55) ATR×2.5",43,32.56,4.69,1.13,0.25,14.03,24.92
APTUSDT,HullMA-Cross,W07,"Hull(21/55) ATR×2.5",47,27.66,-21.57,0.44,-2.46,30.76,8.63
APTUSDT,HullMA-Cross,W08,"Hull(21/55) ATR×2.5",46,28.26,-17.62,0.41,-2.39,18.87,8.50
APTUSDT,HullMA-Cross,W09,"Hull(21/55) ATR×2.5",47,29.79,-10.78,0.64,-1.22,18.42,13.69
APTUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×2.0",41,19.51,-16.85,0.26,-3.89,16.85,5.74
APTUSDT,HullMA-Cross,W11,"Hull(21/55) ATR×2.0",48,25.00,-19.91,0.33,-3.46,20.78,7.33
APTUSDT,HullMA-Cross,W12,"Hull(21/34) ATR×2.5",50,32.00,3.11,1.09,0.17,18.41,23.67
APTUSDT,HullMA-Cross,W13,"Hull(21/34) ATR×2.0",64,20.31,-39.65,0.37,-3.10,39.65,6.65
APTUSDT,Vortex-Cross,W01,"Vortex(28) ATR×1.5",60,18.33,-28.08,0.34,-2.96,30.43,6.03
APTUSDT,Vortex-Cross,W02,"Vortex(14) ATR×2.5",82,23.17,-19.97,0.61,-1.40,21.59,11.40
APTUSDT,Vortex-Cross,W03,"Vortex(28) ATR×1.5",72,25.00,-22.30,0.36,-3.39,24.56,7.52
APTUSDT,Vortex-Cross,W04,"Vortex(28) ATR×1.5",61,32.79,-7.06,0.74,-0.76,12.81,16.92
APTUSDT,Vortex-Cross,W05,"Vortex(28) ATR×1.5",63,12.70,-21.13,0.35,-2.77,22.80,4.97
APTUSDT,Vortex-Cross,W06,"Vortex(14) ATR×2.5",74,20.27,-28.12,0.45,-2.42,31.07,7.20
APTUSDT,Vortex-Cross,W07,"Vortex(28) ATR×2.5",63,23.81,-17.28,0.47,-1.93,22.00,8.31
APTUSDT,Vortex-Cross,W08,"Vortex(28) ATR×2.5",64,26.56,-31.71,0.26,-4.21,32.45,7.14
APTUSDT,Vortex-Cross,W09,"Vortex(28) ATR×2.5",68,20.59,-29.68,0.36,-3.46,31.72,6.67
APTUSDT,Vortex-Cross,W10,"Vortex(28) ATR×2.0",57,21.05,-12.32,0.50,-2.10,13.39,7.72
APTUSDT,Vortex-Cross,W11,"Vortex(28) ATR×2.0",70,25.71,-15.43,0.48,-2.38,18.15,8.51
APTUSDT,Vortex-Cross,W12,"Vortex(28) ATR×2.0",60,20.00,-14.03,0.56,-1.57,14.68,9.69
APTUSDT,Vortex-Cross,W13,"Vortex(14) ATR×2.5",103,22.33,-29.35,0.59,-1.79,29.35,9.48
APTUSDT,PSAR-Trail,W01,"PSAR(0.01/0.015/0.3) ATR×2.0",52,19.23,-31.90,0.45,-2.26,35.46,6.97
APTUSDT,PSAR-Trail,W02,"PSAR(0.01/0.015/0.3) ATR×2.0",52,30.77,-17.74,0.57,-1.51,19.79,12.19
APTUSDT,PSAR-Trail,W03,"PSAR(0.02/0.02/0.3) ATR×2.0",66,28.79,-21.88,0.46,-2.64,23.59,9.00
APTUSDT,PSAR-Trail,W04,"PSAR(0.02/0.02/0.2) ATR×2.0",79,26.58,-25.26,0.58,-2.02,25.26,9.38
APTUSDT,PSAR-Trail,W05,"PSAR(0.02/0.015/0.2) ATR×2.0",62,32.26,-8.26,0.82,-0.64,21.16,17.84
APTUSDT,PSAR-Trail,W06,"PSAR(0.02/0.015/0.2) ATR×1.5",63,30.16,-1.45,0.97,-0.08,10.98,20.81
APTUSDT,PSAR-Trail,W07,"PSAR(0.02/0.015/0.2) ATR×1.5",65,21.54,-21.96,0.52,-2.00,21.96,7.92
APTUSDT,PSAR-Trail,W08,"PSAR(0.02/0.015/0.2) ATR×1.5",71,25.35,-30.59,0.42,-2.88,32.90,7.99
APTUSDT,PSAR-Trail,W09,"PSAR(0.01/0.02/0.3) ATR×2.5",64,32.81,-14.36,0.65,-1.39,16.24,13.65
APTUSDT,PSAR-Trail,W10,"PSAR(0.01/0.02/0.3) ATR×2.5",61,22.95,-21.33,0.24,-5.07,21.95,6.26
APTUSDT,PSAR-Trail,W11,"PSAR(0.01/0.02/0.3) ATR×2.5",67,23.88,-19.64,0.59,-1.82,22.67,9.65
APTUSDT,PSAR-Trail,W12,"PSAR(0.01/0.02/0.3) ATR×2.5",60,33.33,8.06,1.15,0.27,27.35,25.53
APTUSDT,PSAR-Trail,W13,"PSAR(0.01/0.015/0.3) ATR×2.5",58,27.59,-14.81,0.75,-0.76,19.52,15.96
BCHUSDT,TripleEMA-MTF,W01,"EMA(5/21/55) ATR×3.0",16,18.75,-7.59,0.31,-2.15,9.12,5.93
BCHUSDT,TripleEMA-MTF,W02,"EMA(5/21/55) ATR×3.0",33,15.15,-7.11,0.66,-0.82,12.89,12.55
BCHUSDT,TripleEMA-MTF,W03,"EMA(5/34/89) ATR×1.5",18,22.22,-4.37,0.58,-0.95,6.34,12.87
BCHUSDT,TripleEMA-MTF,W04,"EMA(13/21/55) ATR×2.0",14,14.29,-7.47,0.29,-2.26,8.45,4.86
BCHUSDT,TripleEMA-MTF,W05,"EMA(13/21/89) ATR×1.5",11,36.36,-0.99,0.77,-0.30,4.21,19.73
BCHUSDT,TripleEMA-MTF,W06,"EMA(13/21/89) ATR×2.0",14,21.43,-0.96,0.87,-0.19,3.85,17.94
BCHUSDT,TripleEMA-MTF,W07,"EMA(9/21/89) ATR×2.0",17,29.41,-4.34,0.41,-1.59,4.62,10.45
BCHUSDT,TripleEMA-MTF,W08,"EMA(9/21/89) ATR×2.0",20,25.00,-3.92,0.64,-0.74,6.05,14.72
BCHUSDT,TripleEMA-MTF,W09,"EMA(13/21/89) ATR×2.0",18,27.78,-2.92,0.65,-0.65,3.68,15.72
BCHUSDT,TripleEMA-MTF,W10,"EMA(13/21/89) ATR×2.0",8,0.00,-3.55,0.00,-3.22,3.55,0.00
BCHUSDT,TripleEMA-MTF,W11,"EMA(9/34/89) ATR×1.5",12,16.67,-4.46,0.17,-2.89,4.48,4.54
BCHUSDT,TripleEMA-MTF,W12,"EMA(9/21/89) ATR×1.5",12,25.00,4.52,1.97,0.55,2.02,33.19
BCHUSDT,TripleEMA-MTF,W13,"EMA(13/34/89) ATR×3.0",16,18.75,-9.30,0.32,-2.08,9.99,5.99
BCHUSDT,Supertrend-MTF,W01,"ST(7,2.5) ATR×2.5",13,0.00,-26.03,0.00,-6.69,26.03,0.00
BCHUSDT,Supertrend-MTF,W02,"ST(7,2.0) ATR×2.5",27,14.81,-13.25,0.35,-1.82,14.74,6.20
BCHUSDT,Supertrend-MTF,W03,"ST(14,3.0) ATR×2.5",15,40.00,6.13,1.65,0.63,5.84,34.59
BCHUSDT,Supertrend-MTF,W04,"ST(14,3.0) ATR×1.5",8,25.00,-4.18,0.01,-3.41,4.21,5.07
BCHUSDT,Supertrend-MTF,W05,"ST(14,3.0) ATR×1.5",15,6.67,-8.69,0.04,-5.58,8.69,1.59
BCHUSDT,Supertrend-MTF,W06,"ST(7,3.0) ATR×2.0",12,33.33,-4.74,0.29,-2.01,6.28,8.72
BCHUSDT,Supertrend-MTF,W07,"ST(7,2.0) ATR×2.5",21,28.57,-10.13,0.28,-2.50,10.22,7.66
BCHUSDT,Supertrend-MTF,W08,"ST(7,2.0) ATR×2.5",19,36.84,0.31,1.03,0.05,4.30,23.29
BCHUSDT,Supertrend-MTF,W09,"ST(14,2.0) ATR×2.5",20,20.00,-10.65,0.29,-2.35,10.65,6.05
BCHUSDT,Supertrend-MTF,W10,"ST(7,2.0) ATR×2.0",15,20.00,-5.75,0.35,-1.80,6.16,7.25
BCHUSDT,Supertrend-MTF,W11,"ST(10,3.0) ATR×1.5",16,18.75,-0.59,0.90,-0.13,4.16,17.80
BCHUSDT,Supertrend-MTF,W12,"ST(10,3.0) ATR×1.5",3,33.33,-1.03,0.29,-1.05,1.03,0.00
BCHUSDT,Supertrend-MTF,W13,"ST(7,2.0) ATR×2.0",25,24.00,-14.77,0.31,-2.50,14.77,7.00
BCHUSDT,Donchian-MTF,W01,"Don(10) ATR×3.0",29,24.14,-14.03,0.65,-0.91,25.51,13.88
BCHUSDT,Donchian-MTF,W02,"Don(55) ATR×3.0",17,23.53,-10.49,0.41,-1.55,11.98,9.46
BCHUSDT,Donchian-MTF,W03,"Don(55) ATR×3.0",18,27.78,-10.04,0.56,-0.99,18.41,13.64
BCHUSDT,Donchian-MTF,W04,"Don(55) ATR×3.0",17,11.76,-20.22,0.06,-5.74,20.22,2.79
BCHUSDT,Donchian-MTF,W05,"Don(20) ATR×1.5",39,12.82,-18.81,0.24,-3.85,19.82,4.27
BCHUSDT,Donchian-MTF,W06,"Don(20) ATR×3.0",19,42.11,-6.25,0.61,-0.80,8.02,17.67
BCHUSDT,Donchian-MTF,W07,"Don(10) ATR×3.0",31,12.90,-20.45,0.17,-4.13,21.08,3.74
BCHUSDT,Donchian-MTF,W08,"Don(55) ATR×1.5",24,20.83,-10.12,0.41,-1.83,10.61,7.73
BCHUSDT,Donchian-MTF,W09,"Don(20) ATR×3.0",25,20.00,-14.46,0.33,-2.49,14.46,6.33
BCHUSDT,Donchian-MTF,W10,"Don(55) ATR×3.0",15,26.67,-5.64,0.47,-1.22,7.01,11.92
BCHUSDT,Donchian-MTF,W11,"Don(55) ATR×3.0",17,29.41,-0.30,0.97,-0.06,6.16,20.75
BCHUSDT,Donchian-MTF,W12,"Don(55) ATR×3.0",18,44.44,11.39,1.88,0.92,6.13,40.54
BCHUSDT,Donchian-MTF,W13,"Don(55) ATR×3.0",19,15.79,-16.84,0.16,-3.38,18.82,4.27
BCHUSDT,HullMA-Cross,W01,"Hull(21/55) ATR×2.5",40,30.00,-10.90,0.60,-1.16,15.40,13.67
BCHUSDT,HullMA-Cross,W02,"Hull(21/34) ATR×2.0",53,39.62,5.50,1.20,0.35,14.79,27.17
BCHUSDT,HullMA-Cross,W03,"Hull(21/34) ATR×2.0",57,28.07,-16.82,0.53,-1.96,22.82,9.45
BCHUSDT,HullMA-Cross,W04,"Hull(21/34) ATR×2.0",64,20.31,-28.95,0.34,-3.38,31.25,6.45
BCHUSDT,HullMA-Cross,W05,"Hull(21/34) ATR×1.5",54,29.63,-4.18,0.83,-0.52,12.05,17.90
BCHUSDT,HullMA-Cross,W06,"Hull(21/34) ATR×2.5",65,26.15,-19.84,0.53,-2.02,23.83,8.98
BCHUSDT,HullMA-Cross,W07,"Hull(9/34) ATR×1.5",69,28.99,-14.98,0.54,-2.07,17.85,9.57
BCHUSDT,HullMA-Cross,W08,"Hull(21/34) ATR×2.0",60,23.33,-13.26,0.60,-1.49,15.93,10.97
BCHUSDT,HullMA-Cross,W09,"Hull(21/34) ATR×2.5",57,17.54,-19.98,0.42,-2.72,21.72,6.46
BCHUSDT,HullMA-Cross,W10,"Hull(21/55) ATR×1.5",41,12.20,-15.12,0.21,-4.92,15.12,3.89
BCHUSDT,HullMA-Cross,W11,"Hull(16/55) ATR×2.5",48,29.17,-13.32,0.39,-2.82,13.32,8.58
BCHUSDT,HullMA-Cross,W12,"Hull(16/55) ATR×2.5",47,23.40,-2.89,0.90,-0.23,10.55,18.32
BCHUSDT,HullMA-Cross,W13,"Hull(16/55) ATR×2.5",46,21.74,-18.52,0.46,-1.85,23.90,8.20
BCHUSDT,Vortex-Cross,W01,"Vortex(28) ATR×2.5",54,25.93,-14.95,0.58,-1.49,22.87,11.35
BCHUSDT,Vortex-Cross,W02,"Vortex(28) ATR×2.5",63,20.63,-23.19,0.35,-2.73,23.46,6.61
BCHUSDT,Vortex-Cross,W03,"Vortex(14) ATR×2.0",91,13.19,-26.63,0.48,-1.89,35.38,6.48
